Name,gas capacity,coal plant capacity,bioenergy plant capacity,coal mine capacity,steel plant capacity,ID,Entity Type,Legal Entity Type,PubliclyListed,Country
Synergen Power,1366.87896,0.0,0.0,0.0,0.0,E100000004137,legal entity,Pty Ltd,False,Australia
Syntech Resources,0.0,0.0,0.0,65.0,0.0,E100000132258,legal entity,Pty Ltd,False,Australia
Synthesis Energy Systems,0.0,0.0,0.0,690.8,0.0,E100001016504,legal entity,Inc,True,United States
Synthos Dwory 7,12000.0,0.0,0.0,0.0,0.0,E100000001693,legal entity,,,Poland
Synthos Group,22100.0,0.0,0.0,0.0,0.0,E100000000831,legal entity,SA,,Poland
System Capital Management,0.0,64200.0,0.0,0.0,0.0,E100000000335,legal entity,Ltd,False,Cyprus
São Martinho,0.0,0.0,12951.34,0.0,0.0,E100001000139,legal entity,SA,True,Brazil
Söderenergi,0.0,0.0,4929.999999999999,0.0,0.0,E100000132912,legal entity,AB,False,Sweden
Södertörns Energi,0.0,0.0,4929.999999999999,0.0,0.0,E100001010908,legal entity,AB,False,Sweden
Sønderborg Fjernvarme Amba,5200.0,0.0,0.0,0.0,0.0,E100000000351,legal entity,,,Denmark
Sønderborg Kraftvarme,5200.0,0.0,0.0,0.0,0.0,E100000001696,legal entity,A/S,,Denmark
Sørlands-Vekst,89.261568,0.0,0.0,0.0,0.0,E100001016719,legal entity,AS,False,Norway
Südwest Beteiligungen,0.0,0.0,0.0,0.0,250000.0,E100001016239,legal entity,GmbH,False,Germany
T Plus Group,1418090.0,0.0,0.0,0.0,0.0,E100000000878,legal entity,PJSC,False,Russia
T Plus PJSC Kirov Branch,92900.0,0.0,0.0,0.0,0.0,E100000003432,legal entity,,,Russia
T Plus PJSC Komi Branch,33500.0,0.0,0.0,0.0,0.0,E100000003437,legal entity,,,Russia
T Plus PJSC Mari El and Chuvashia Branch,100600.0,0.0,0.0,0.0,0.0,E100000003536,legal entity,,,Russia
T Plus PJSC Mordovian branch,56000.0,0.0,0.0,0.0,0.0,E100000003596,legal entity,,,Russia
T Plus PJSC Nizhny Novgorod Branch,91500.0,0.0,0.0,0.0,0.0,E100000003657,legal entity,,,Russia
T Plus PJSC Orenburg Branch,81500.0,0.0,0.0,0.0,0.0,E100000003715,legal entity,,,Russia
T Plus PJSC Perm Branch,119290.0,0.0,0.0,0.0,0.0,E100000003801,legal entity,,,Russia
T Plus PJSC Samara branch,159300.0,0.0,0.0,0.0,0.0,E100000003955,legal entity,,,Russia
T Plus PJSC Saratov Branch,112000.0,0.0,0.0,0.0,0.0,E100000003967,legal entity,,,Russia
T Plus PJSC Sverdlovsk Branch,126900.0,0.0,0.0,0.0,0.0,E100000004132,legal entity,,,Russia
T Plus PJSC Udmurtsky Branch,76400.0,0.0,0.0,0.0,0.0,E100000004261,legal entity,,,Russia
T Plus PJSC Ulyanovsk Branch,85200.0,0.0,0.0,0.0,0.0,E100000004263,legal entity,,,Russia
T Plus PJSC Vladimir Branch,92600.0,0.0,0.0,0.0,0.0,E100000004307,legal entity,,,Russia
T S Global Holding,0.0,0.0,0.0,0.0,4317.343415,E100001010162,legal entity,Pte Ltd,False,Singapore
T S Global Procurement Company,0.0,0.0,0.0,0.0,1001.5279999999999,E100001016148,legal entity,Pte Ltd,False,Singapore
T-Power,42200.0,0.0,0.0,0.0,0.0,E100000001697,legal entity,,,Belgium
T. Rowe Price Associates,216.342544,0.0,439.52832,0.0,0.0,E100002000188,legal entity,Inc,False,United States
T. Rowe Price Group,70.2513,0.0,0.0,0.0,0.0,E100001016645,legal entity,Inc,True,United States
T1 Power Holdings,80300.0,0.0,0.0,0.0,0.0,E100000001300,legal entity,,,United States
T20 Holdings,28800.0,0.0,0.0,0.0,0.0,E100001012033,legal entity,Ltd,False,
TABLEROS LOSÁN,2300.0,0.0,0.0,0.0,0.0,E100000004139,legal entity,SA,,
TAC Energy,7999.999999999999,0.0,0.0,0.0,0.0,E100000000732,legal entity,Co Ltd,,Myanmar
TAIF Group,162820.0,0.0,0.0,0.0,0.0,E100000000879,legal entity,,,Russia
TANG Shan Iron and Steel Group,6633.700307988,0.0,0.0,0.0,0.0,E100000123544,legal entity,Co Ltd,,China
TAQA Morocco,0.0,185101.68,0.0,0.0,0.0,E100000121372,legal entity,SA,True,Morocco
TAQA Neyveli Power Co,0.0,22507.5,0.0,0.0,0.0,E100000121373,legal entity,Pvt Ltd,False,India
TAURON Cieplo,0.0,1510.1865,241.62984,0.0,0.0,E100000121412,legal entity,SP zoo,False,Poland
TAURON Polska Energia,1382.078166,26419.325976000007,241.62984,0.0,0.0,E100000000832,legal entity,SA,True,Poland
TAURON Wydobycie,0.0,0.0,11000.0,270.0,0.0,E100000132915,legal entity,SA,False,Poland
TAURON Wytwarzanie,0.0,24893.914266000003,0.0,0.0,0.0,E100000001704,legal entity,SA,False,Poland
TBEA,0.0,38678.399999999994,270.0,0.0,0.0,E100000123957,legal entity,Co Ltd,True,China
TBEA,0.0,38678.399999999994,270.0,0.0,0.0,E100000155668,legal entity,,,
TBEA,0.0,38678.399999999994,270.0,0.0,0.0,E100000179759,legal entity,,,
TBEA Technology Investment,0.0,0.0,270.0,0.0,0.0,E100000129662,legal entity,Co Ltd,,China
TC Energy,40750.0,0.0,1600.0,0.0,0.0,E100000000136,legal entity,Corp,True,Canada
TCL Ace Electrical Appliances(Huizhou),0.0,25194.470400000006,0.0,0.0,0.0,E100000125233,legal entity,Co Ltd,,China
TCL Electronics (Huizhou),0.0,25194.470400000006,0.0,0.0,0.0,E100000124990,legal entity,Co Ltd,,China
TCL HOLDINGS (BVI) LIMITED,0.0,25194.470400000006,0.0,0.0,0.0,E100000125807,legal entity,,,
TCL Huake Energy Internet (Guizhou),0.0,25194.470400000006,0.0,0.0,0.0,E100000124238,legal entity,Co Ltd,,China
TE Plomin,0.0,21700.0,0.0,0.0,0.0,E100000121376,legal entity,doo,False,Croatia
TE-TO AD Skopje,4906.0,0.0,0.0,0.0,0.0,E100000002051,legal entity,,,North Macedonia
TEC Coal,0.0,0.0,0.0,530.0,0.0,E100001010285,legal entity,Pty Ltd,False,Australia
TECO Energy,1328.16255,135.5211,0.0,0.0,0.0,E100001001420,legal entity,Inc,False,United States
TEI Energy,2950.0,0.0,0.0,0.0,0.0,E100000000626,legal entity,SpA,,Italy
TEPDIA Generating,94139.47619999999,25880.2752,0.0,0.0,0.0,E100001011114,legal entity,BV,False,Netherlands
THDC India,0.0,5625.048,0.0,11.014079999999998,0.0,E100000121384,legal entity,Ltd,False,India
THDCIL-UJVNL Energy,0.0,1455.432,0.0,0.0,0.0,E100001011946,legal entity,Co Ltd,False,India
THUMS Long Beach,8.276399999999999,0.0,0.0,0.0,0.0,E100000004140,legal entity,Co,,
"TIANHAN DEVELOPMENT LIMITED (Tianhan Development Co., Ltd.)",2601.9647999999997,0.0,0.0,0.0,0.0,E100000125827,legal entity,,,
TIG Energy,6775.0,0.0,0.0,0.0,0.0,E100000004141,legal entity,,,
TIGA Trading,0.0,0.0,0.0,0.3213074583883183,0.0,E100001016343,legal entity,Pty Ltd,False,Australia
TIWAG-Tiroler Wasserkraft,74.5322627896,0.0,0.0,0.0,0.0,E100001014930,legal entity,AG,False,Austria
TItal Global Energy,0.0,0.0,0.0,0.0,0.0,E100000132262,,,,
TK,0.0,0.0,0.0,114.53545,0.0,E100001016438,legal entity,CJSC,False,Russia
TMK Steel Holding IC,0.0,0.0,0.0,0.0,338092.923,E100001016172,legal entity,LLC,,Russia
TNB Connaught Bridge,2580.0,0.0,0.0,0.0,0.0,E100000004142,legal entity,Sdn Bhd,,
TNB Janamanjung,0.0,28208.0,0.0,0.0,0.0,E100000121385,legal entity,Sdn Bhd,False,Malaysia
TNB Power Generation,72.24,28208.0,0.0,0.0,0.0,E100000004143,legal entity,Sdn Bhd,False,Malaysia
TNB Prai,7375.36,0.0,0.0,0.0,0.0,E100000004144,legal entity,Sdn Bhd,,
TNEB,39500.0,1352000.0,0.0,0.0,0.0,E100001011249,legal entity,Ltd,False,India
TNK Kazchrome,8100.0,0.0,0.0,0.0,0.0,E100000004145,legal entity,,,
TONG CHUAN Coal MINING Administration,0.0,47600.0,0.0,0.0,0.0,E100000124332,legal entity,,,China
TOO FCI Management,0.0,0.0,0.0,80.39999999999999,0.0,E100000131595,legal entity,,,Kazakhstan
TOO Premier Development Company,0.0,0.0,0.0,90.0,0.0,E100001010893,legal entity,,,Kazakhstan
TOO Trans Coal Investment Group,0.0,0.0,0.0,80.39999999999999,0.0,E100000132301,legal entity,,,Kazakhstan
TOP SPP,5499.995032491301,0.0,0.0,0.0,0.0,E100000004146,legal entity,Co Ltd,False,Thailand
TP Power Holdings,0.0,52494.75,0.0,0.0,0.0,E100001011344,legal entity,Pvt Ltd,False,India
TPI Polene,0.0,10536.0,11238.399999999998,0.0,0.0,E100000121390,legal entity,PCL,True,Thailand
TPI Polene Power,0.0,10536.0,11238.399999999998,0.0,0.0,E100000121391,legal entity,PCL,True,Thailand
TPL Co-Investment Fund,27763.319999999992,0.0,0.0,0.0,0.0,E100001011341,legal entity,LP,False,Chile
TPL Holding,27763.319999999992,0.0,0.0,0.0,0.0,E100001011336,legal entity,Ltd,,
TPP Maritsa East 2,0.0,160200.0,0.0,0.0,0.0,E100000001698,legal entity,EAD,False,Bulgaria
TPP Varna,21000.0,0.0,0.0,0.0,0.0,E100000001699,legal entity,EAD,False,Bulgaria
TPT Petrochemicals,0.0,5500.0,0.0,0.0,0.0,E100000121392,legal entity,PCL,False,Thailand
TRANSALTA USA,0.0,73000.0,0.0,0.0,0.0,E100001001421,legal entity,Inc,False,United States
TRFI Investment,0.0,0.0,0.0,0.0,122.54266331999997,E100001016323,legal entity,Pvt Ltd,,
TRINECKÉ ZELEZÁRNY,0.0,1554.24,0.0,0.0,135996.0,E100001011644,legal entity,AS,False,Czech Republic
TRN Energy,0.0,44400.0,0.0,0.0,0.0,E100000121393,legal entity,Pvt Ltd,False,India
TSBP Sekong Power and Mineral,0.0,60000.0,0.0,0.0,0.0,E100000121394,legal entity,Co Ltd,False,Laos
TSINGSHAN Holding Group,0.0,71528.9325,0.0,0.0,153520.85705,E100000128088,legal entity,Co Ltd,,China
TURLOCK IRRIGATION DISTRICT EMPLOYEES ASSOC,52500.0,0.0,0.0,0.0,0.0,E100000132478,,,,
TVK-Erőmű,356.66,0.0,0.0,0.0,0.0,E100000001700,legal entity,Kft,,
TWS Thüringer Wärme Service,532.0,0.0,0.0,0.0,0.0,E100000004148,legal entity,GmbH,,
TY Steel,0.0,0.0,0.0,0.0,23058.0,E100001012383,legal entity,Co Ltd,False,Thailand
TYY Resources,0.0,0.0,0.0,0.0,25096.000000000004,E100001016312,legal entity,Sdn Bhd,,Malaysia
Ta Chen Stainless Pipe,0.0,0.0,0.0,0.0,23058.0,E100001012387,legal entity,Co Ltd,True,Taiwan
Ta Ya Electric Wire & Cable,24739.104,0.0,0.0,0.0,0.0,E100001000734,legal entity,Co Ltd,True,Taiwan
Taavura,79977.555,0.0,0.0,0.0,0.0,E100001010480,,,,
Taban Energy,17174.430000000008,0.0,0.0,0.0,0.0,E100000001963,legal entity,Co,,Iran
Tabasco Energia España,26600.0,0.0,0.0,0.0,0.0,E100000000981,legal entity,,,Spain
Tablo,0.35043840000000004,0.0,0.0,0.0,0.0,E100001011847,legal entity,Corp,False,Panama
Tadbir Sazan Saramad,5700.0,0.0,0.0,0.0,0.0,E100000004149,legal entity,,,
Taekwang Group,240000.0,0.0,0.0,0.0,0.0,E100000121397,legal entity,,,South Korea
Taekwang Vina Industry,240000.0,0.0,0.0,0.0,0.0,E100001000748,legal entity,JSC,,Vietnam
Taeyoung Engineering & Construction,160.9608,0.0,0.0,0.0,0.0,E100001010446,legal entity,,,
Taganrogskiy Metallurgicheskiy Zavod,0.0,0.0,0.0,0.0,82377.407,E100000130736,legal entity,JSC,False,Russia
Tahara Biomass Power,0.0,0.0,7.822601567999999,0.0,0.0,E100001000128,legal entity,LLC,,Japan
Tahmoor Coal,0.0,0.0,0.0,400.0,0.0,E100001013763,legal entity,Pty Ltd,False,Australia
Tai'an City Development Investment,0.0,11500.0,0.0,0.0,0.0,E100000124086,legal entity,Co Ltd,,China
Tai'an Civic Construction State Owned Capital Business,0.0,1500.0,0.0,0.0,0.0,E100000125162,legal entity,Co Ltd,,China
Tai'an Electricity General,0.0,2940.0,0.0,0.0,0.0,E100000122795,legal entity,Co,,China
Tai'an Finance Bureau,0.0,11500.0,0.0,0.0,0.0,E100000125783,state body,,,
Tai'an High Tech Construction Group,0.0,2940.0,0.0,0.0,0.0,E100000124775,legal entity,Co Ltd,,China
Tai'an Lubang Dahe Thermal Power,0.0,10000.0,0.0,0.0,0.0,E100000122820,legal entity,Co Ltd,,China
Tai'an Taishan Investment,0.0,11500.0,0.0,0.0,0.0,E100000124773,legal entity,Co Ltd,,China
Taian Hehai Thermal Power,0.0,1500.0,0.0,0.0,0.0,E100000122824,legal entity,Co Ltd,,
Taian Municipal Public Industry Development Group,0.0,1500.0,0.0,0.0,0.0,E100000124774,legal entity,Co Ltd,,China
Taian Taishan District Heating Power,0.0,1500.0,0.0,0.0,0.0,E100000124085,legal entity,Co Ltd,,China
Taian Taishan Finance Investment Group,0.0,11500.0,0.0,0.0,0.0,E100000125163,legal entity,Co Ltd,,China
Taian Xinwen Peak Heat and Power,0.0,125.46000000000001,0.0,0.0,0.0,E100000122697,legal entity,Co Ltd,,China
Taicang Harbour Golden Concord Electric-power Generation,0.0,7800.0,0.0,0.0,0.0,E100000122387,legal entity,Co Ltd,,China
Taicang High Tech Investment Management,0.0,18627.11928,0.0,0.0,0.0,E100000123642,legal entity,Co Ltd,,China
Taicang Loucheng Asset Investment Management,0.0,18627.11928,0.0,0.0,0.0,E100000124555,legal entity,Co Ltd,,China
Taicang Loucheng Hi Tech Group,0.0,18627.11928,0.0,0.0,0.0,E100000125062,legal entity,Co Ltd,,China
Taihao Business Retail,0.0,15562.93023650665,0.0,0.0,0.0,E100000129131,legal entity,Ltd,,China
Taiheiyo Cement,0.0,118.532029392,0.0,0.0,0.0,E100001000932,legal entity,Corp,True,Japan
Taikang Insurance Group,0.0,0.0,0.0,0.0,11493.899947412161,E100000128741,legal entity,Inc,,China
Tailepsky Razrez,0.0,0.0,0.0,0.0,0.0,E100000132265,legal entity,LLC,,Russia
Taiqian County Economic and Technological Development and Investment Center,0.0,0.0,674.73,0.0,0.0,E100000130370,,,,
Taiqian Investment Group,0.0,0.0,674.73,0.0,0.0,E100000129844,legal entity,Co Ltd,,China
Taishan Gypsum,0.0,5000.0,0.0,0.0,0.0,E100000122825,legal entity,Co Ltd,,China
Taishan Venture Capital,0.0,2940.0,0.0,0.0,0.0,E100000123593,legal entity,Co Ltd,,China
Taisheng (Fujian) Bamboo Resources Development,0.0,4158.0,0.0,0.0,0.0,E100000121708,legal entity,Co Ltd,,
Taison Technology (GROUP),0.0,4158.0,0.0,0.0,0.0,E100000124088,legal entity,Co Ltd,,China
Taiwan Cement,0.0,411.048,0.0,0.0,0.0,E100000121375,legal entity,Corp,True,Taiwan
Taiwan Changchun Petrochemical,0.0,2500.0,0.0,0.0,0.0,E100000126085,legal entity,,,Taiwan
Taiwan Cogeneration,51845.904,1327.68,0.0,0.0,0.0,E100000001017,legal entity,Corp,True,Taiwan
Taiwan Power,3595835.904,1161327.68,50000.0,0.0,0.0,E100000002128,legal entity,Co,False,Taiwan
Taiwan San Ton Assets,3666.0,0.0,0.0,0.0,0.0,E100000001701,legal entity,Co Ltd,,
Taiwan Steel Group,0.0,0.0,0.0,0.0,60000.0,E100001016302,legal entity,,False,Taiwan
Taiwan Sugar,24739.104,0.0,0.0,0.0,0.0,E100001000731,legal entity,Corp,False,Taiwan
Taiyuan Iron & Steel (Group),0.0,0.0,140.88479999999998,0.0,0.0,E100000127797,legal entity,Co Ltd,,China
Taizhou Chengfa Capital Investment,17354.0,23071.199999999997,0.0,0.0,0.0,E100000124776,legal entity,Co Ltd,,China
Taizhou Fenghuang Qiulin Equity Investment Partnership,0.0,4158.0,0.0,0.0,0.0,E100000124778,legal entity,LP,,China
Taizhou Fenghuang Zhutai Equity Investment Partnership,0.0,4158.0,0.0,0.0,0.0,E100000124780,legal entity,LP,,China
Taizhou Municipal People's Government,17354.0,23071.199999999997,9.0,0.0,0.0,E100000126012,state,,,
Taizhou Taineng Investment Management,17354.0,23071.199999999997,0.0,0.0,0.0,E100000124025,legal entity,Co Ltd,,China
Taizhou Urban Construction Investment Group,17354.0,23071.199999999997,9.0,0.0,0.0,E100000000279,legal entity,Co Ltd,,China
Tajali Mines and Metals Development,0.0,0.0,0.0,0.0,28800.0,E100001016285,legal entity,Co,False,Iran
Tajik Aluminium Company,0.0,0.0,0.0,0.0,0.0,E100000132268,legal entity,OJSC,,Tajikistan
Takoradi International,25928.64,0.0,0.0,0.0,0.0,E100000004151,legal entity,Co Ltd,False,
Takoradi Power Company,33000.0,0.0,0.0,0.0,0.0,E100000004152,legal entity,,,
TalTEK,0.0,0.0,0.0,200.0,0.0,E100000132266,legal entity,JSC,False,Russia
Talco Resurs,0.0,0.0,0.0,0.0,0.0,E100001010966,legal entity,LLC,False,Tajikistan
Taldinskaya Mining Company,0.0,0.0,0.0,0.0,0.0,E100000132269,legal entity,JSC,False,Russia
Talen Energy,594030.0,504560.0,0.0,0.0,0.0,E100000002328,legal entity,Corp,True,United States
Talen Montana,0.0,23340.0,0.0,0.0,0.0,E100001001422,legal entity,LLC,False,United States
Talen Texas,207600.0,0.0,0.0,0.0,0.0,E100000004153,legal entity,LLC,False,United States
TalenEnergy Montour,175790.0,175790.0,0.0,0.0,0.0,E100001001424,legal entity,LLC,,United States
Talisman 37,0.0,64260.0,0.0,0.0,0.0,E100001011260,legal entity,Ltd,False,Jersey
Talley’s Group,0.0,0.0,0.0,53.925325799999996,0.0,E100001016488,legal entity,Ltd,False,New Zealand
Tamakaya,173.473872,0.0,0.0,0.0,0.0,E100000004155,legal entity,SpA,,
Tamarete Energi,4160.0,0.0,0.0,0.0,0.0,E100000004156,legal entity,,,
Tameh Holding,22.910316,15.22521,0.0,0.0,0.0,E100000120662,legal entity,SP zoo,False,Poland
Tamero Invest,10100.0,0.0,0.0,0.0,0.0,E100000001702,legal entity,,,
Tamil Nadu Generation and Distribution,39500.0,1352000.0,0.0,0.0,0.0,E100000004157,legal entity,Co Ltd,False,India
Tamil Nadu Newsprint & Papers,0.0,1412.8,0.0,0.0,0.0,E100000121400,legal entity,Ltd,True,India
Tamin Petroleum and Petrochemical Investment,840.0000000000001,0.0,0.0,0.0,0.0,E100001011865,legal entity,Co,False,Iran
Tamin-e Atieh,3514.5599999999995,0.0,0.0,0.0,0.0,E100000000567,legal entity,Co,,Iran
Tampa Electric,1328.16255,135.5211,0.0,0.0,0.0,E100000004158,legal entity,Co,False,United States
Tampereen Sähkölaitos,14700.0,0.0,0.0,0.0,0.0,E100000001703,legal entity,,,Finland
Tampereen kaupunki,14700.0,0.0,0.0,0.0,0.0,E100000000370,legal entity,,,Finland
Tancoal Energy,0.0,0.0,0.0,105.0,0.0,E100001013782,legal entity,Ltd,False,Tanzania
Tanghu Branch of Qinghai Ningbei Power Generation,0.0,27000.0,0.0,0.0,0.0,E100000122615,legal entity,Co Ltd,,China
Tangshan Banpu Heat and Power,0.0,1401.28,0.0,0.0,0.0,E100000121949,legal entity,Co Ltd,,China
Tangshan China Resources Thermoelectricity,0.0,14000.0,0.0,0.0,0.0,E100000121936,legal entity,Co Ltd,,China
Tangshan Chunxing Special Steel,0.0,0.0,0.0,0.0,37992.0,E100000126150,legal entity,Co Ltd,,China
Tangshan City Development Group,291.84512616864,61600.0,0.0,0.0,33562.1895093936,E100000124528,legal entity,Co Ltd,,China
Tangshan Construction Investment,0.0,61600.0,0.0,0.0,0.0,E100000123433,legal entity,Co,,China
Tangshan Donghai Iron and Steel Group,18495.190000000002,0.0,0.0,0.0,530567.8,E100000123219,legal entity,Co Ltd,,China
Tangshan Donghua Iron & Steel Enterprise Group,26600.0,0.0,0.0,0.0,815692.0,E100000123205,legal entity,Co Ltd,,China
Tangshan Fengnan Kaiheng Iron & Steel,0.0,0.0,0.0,0.0,180000.0,E100000126840,legal entity,Co Ltd,,China
Tangshan Fengrun Jinruicheng Iron and Steel,0.0,0.0,0.0,0.0,42000.0,E100000127556,legal entity,Co Ltd,,China
Tangshan GUOYI SPECIAL Steel,0.0,0.0,0.0,0.0,183047.99999999997,E100000126403,legal entity,Co Ltd,,China
Tangshan Ganglu Iron & Steel,3203.55,0.0,0.0,0.0,0.0,E100000123206,legal entity,Co Ltd,,China
Tangshan Guotang Steel,0.0,0.0,0.0,0.0,183047.99999999997,E100000126511,legal entity,Co Ltd,,China
Tangshan Heavy Plate,0.0,0.0,0.0,0.0,100296.0,E100000123209,legal entity,Co Ltd,,China
Tangshan Jiahua Coal Chemical,3.700307988,0.0,0.0,0.0,0.0,E100000123210,legal entity,Co Ltd,,China
Tangshan Jianlong Steel SPECIAL Steel,13.497814784388,0.0,0.0,0.0,0.0,E100000125134,legal entity,Co Ltd,,China
Tangshan Jiaqi International Trade,550.0,0.0,0.0,0.0,24500.0,E100000124246,legal entity,Co Ltd,,China
Tangshan Jinma Iron & Steel Group,0.0,0.0,0.0,0.0,43200.0,E100000126512,legal entity,Co Ltd,,China
Tangshan Mingye Intelligent Technology,0.0,0.0,0.0,0.0,43200.0,E100000128166,legal entity,Co Ltd,,China
Tangshan RUIFENG Steel and Iron (GROUP),26000.0,0.0,0.0,0.0,660000.0,E100000123207,legal entity,Co Ltd,,China
Tangshan Songting IRON&STEEL,0.0,0.0,0.0,0.0,500000.0,E100000126987,legal entity,Co Ltd,,China
Tangshan Universal Industrial Development,0.0,0.0,0.0,0.0,226000.0,E100000128122,legal entity,Co Ltd,,China
Tangshan Wenfeng Special Steel,2362.75,0.0,0.0,0.0,72700.0,E100000123208,legal entity,Co Ltd,,China
Tangshan Xinfengsheng Trade,15237.6,0.0,0.0,0.0,166888.0,E100000124071,legal entity,Co Ltd,,China
Tangshan Xinglong Steel,0.0,0.0,0.0,0.0,11913.75,E100000126949,legal entity,Co Ltd,,China
Tangshan Yutian Jinzhou Industry,0.0,0.0,0.0,0.0,42000.0,E100000126923,legal entity,Co Ltd,,China
Tangshan ZHENGFENG IRON&STEEL,0.0,0.0,0.0,0.0,244000.0,E100000127360,legal entity,Co Ltd,,China
Tantisunthorn Group,0.0,0.0,0.0,25.294500000000006,0.0,E100001016435,arrangement,,,
Tanweer Infrastructure,0.0,264000.0,0.0,0.0,0.0,E100000121403,legal entity,SAOC,False,Oman
Tanzania China International Mineral Resources,0.0,12000.0,0.0,0.0,0.0,E100000121404,legal entity,Ltd,False,Tanzania
Tapajós Participações,0.0,0.0,6552.24,0.0,0.0,E100001010907,legal entity,SA,False,Brazil
Taranto Energia,187.71378912000003,0.0,0.0,0.0,0.0,E100000004160,legal entity,SRL,False,Italy
Taraz Peyriz Civil and Construction Holding,54600.0,0.0,0.0,0.0,0.0,E100000004161,legal entity,PJSC,,
Tarazenergo-2005,148000.0,0.0,0.0,0.0,0.0,E100000000670,legal entity,,,Kazakhstan
Taroom Coal,0.0,0.0,0.0,0.10883667600000001,0.0,E100001013786,legal entity,Pty Ltd,False,Australia
Tarragona Power,111.84065100000001,0.0,0.0,0.0,0.0,E100000004162,legal entity,SL,,
Tarrawonga Coal,0.0,0.0,0.0,0.209724606,0.0,E100001010383,legal entity,Pty Ltd,False,Australia
Tata Chemicals,269.874,0.0,0.0,0.0,0.0,E100000000530,legal entity,Ltd,True,India
Tata Investment,269.874,0.0,0.0,0.0,0.0,E100001001049,legal entity,Corp Ltd,True,India
Tata Power,952.1226,25815.13605,0.0,85.4469,0.0,E100000001940,legal entity,Co Ltd,True,India
Tata Power International,0.0,0.0,0.0,0.0,0.0,E100001013593,legal entity,Pte Ltd,False,Singapore
Tata Sons,1225.75233,25879.776294603,0.0,152.8909,2284.73575,E100000121405,legal entity,Pvt Ltd,False,India
Tata Steel,3.75573,64.640244603,0.0,67.444,2284.73575,E100001010018,legal entity,Ltd,True,India
Tata Steel (Thailand),0.0,0.0,0.0,0.0,4317.343415,E100001010159,legal entity,PCL,True,Thailand
Tata Steel Ijmuiden,0.0,0.0,0.0,0.0,938.9325,E100001010177,legal entity,BV,False,Netherlands
Tata Steel Long Products,0.0,0.0,0.0,0.0,58.38407476,E100000121408,legal entity,Ltd,True,India
Tata Steel Mining,0.0,15.815754602999998,0.0,0.0,0.0,E100001010017,legal entity,Ltd,False,India
Tata Steel Nederland,0.0,0.0,0.0,0.0,938.9325,E100001010178,legal entity,BV,False,Netherlands
Tata Steel Netherlands Holdings,0.0,0.0,0.0,0.0,938.9325,E100001016150,legal entity,BV,False,Netherlands
Tata Steel UK,0.0,0.0,0.0,0.0,1001.5279999999999,E100001010180,legal entity,Ltd,False,United Kingdom
Tate & Lyle,6500.0,0.0,0.0,0.0,0.0,E100000001126,legal entity,PLC,True,United Kingdom
Tatenergo,258181.0,0.0,0.0,0.0,0.0,E100000002073,legal entity,JSC,False,Russia
Tatneft,87900.0,0.0,0.0,0.0,0.0,E100000000881,legal entity,,,Russia
Tatsiri,7999.999999999999,0.0,0.0,0.0,0.0,E100000001037,legal entity,Co Ltd,,Thailand
Tattvam Enterprises,0.0,23047.199999999997,0.0,0.0,0.0,E100001015967,legal entity,LLP,False,India
Taurus Resources No. 2,0.0,0.0,0.0,300.0,0.0,E100000132088,legal entity,BV,False,Netherlands
Taweelah Asia Power Company,500.67799600000006,0.0,0.0,0.0,0.0,E100000004167,legal entity,PJSC,False,United Arab Emirates
Tcl Commercial Information Technology (Huizhou),0.0,25194.470400000006,0.0,0.0,0.0,E100000124375,legal entity,Co Ltd,,China
Teachers Insurance and Annuity Association of America,16.73972352,0.0,0.0,0.0,0.0,E100000001301,legal entity,,,United States
Techgen,33739.2,0.0,0.0,0.0,0.0,E100001010539,legal entity,SA de CV,False,Mexico
Techint,4437.347257664231,0.0,0.0,0.0,0.0,E100001015846,legal entity,SA,,Argentina
Techint,4437.347257664231,0.0,0.0,0.0,0.0,E100000000722,legal entity,SA de CV,False,Mexico
Technische Werke Brandenburg an der Havel,441.0,0.0,0.0,0.0,0.0,E100000000451,legal entity,GmbH,,Germany
Technische Werke Dresden,45500.0,0.0,0.0,0.0,0.0,E100000000452,legal entity,GmbH,,Germany
Technische Werke Ludwigshafen am Rhein,33.0,0.0,0.0,0.0,0.0,E100001010547,legal entity,AG,False,Germany
Technopromexport,254600.0,0.0,0.0,0.0,0.0,E100000004168,legal entity,,,
Teck Coal Partnership,0.0,0.0,0.0,0.8119844028000001,0.0,E100001010340,legal entity,,False,Canada
Teck Resources,0.0,0.0,0.0,0.8119844028000001,0.0,E100001010337,legal entity,Ltd,True,Canada
Tecnoparco Valbasento,12960.0,0.0,0.0,0.0,0.0,E100000004169,legal entity,SpA,False,Italy
Tecpetrol International,33739.2,0.0,0.0,0.0,0.0,E100001011284,legal entity,SA,False,Uruguay
Teglerion,0.0,0.0,0.0,0.0,0.0,E100001010398,legal entity,Ltd,,
Tehran Regional Electricity,204400.0,0.0,0.0,0.0,0.0,E100000004171,legal entity,Co,False,Iran
Tejarat Bank,123100.0,0.0,0.0,0.0,0.0,E100000000568,legal entity,,,Iran
Tejas Power Generation,20740.0,0.0,0.0,0.0,0.0,E100000004172,legal entity,LLC,,
Tekniska verken i Linköping,50.0,0.0,0.0,0.0,0.0,E100001000206,legal entity,AB,False,Sweden
Teknologi Tenaga Perlis Consortium,4472.0,0.0,0.0,0.0,0.0,E100000004173,legal entity,Sdn Bhd,,
Telangana State Power Generation,0.0,804250.0,0.0,0.0,0.0,E100001000574,legal entity,Corp Ltd,,India
