from,to,share
Athens generating plant 3670,E100000003640,100.0
Athens generating plant 3677,E100000003640,100.0
Atherinolakkos power station IC1-2,E100000000476,
Atherinolakkos power station ST1,E100000000476,
Atherinolakkos power station ST2,E100000000476,
Athi River power station 1,E100000001999,100.0
Athi Triumph power station 1-10,E100000004247,100.0
Atiaia I power station 1,E100000001806,100.0
Atimonan power station 1,E100000120098,100.0
Atimonan power station 2,E100000120098,100.0
Atimonan power station 3,E100000120098,100.0
Atimonan power station 4,E100000120098,100.0
Atinkou power station 1,E100000002475,100.0
Atlantica Nuevo Pemex cogen power station 1,E100000002162,100.0
Atlantica Nuevo Pemex cogen power station 2,E100000002162,100.0
Atlântico power station 1,E100000131066,
Atlântico power station 2,E100000131066,
Atlântico power station 3,E100000131066,
Atlas Power Limited power station 1:11,E100000002476,100.0
Atlas Power Limited power station 12,E100000002476,100.0
Atsumi Thermal power station 4,E100000001533,100.0
Attala power station PB01,E100000002989,100.0
Attarat power plant 1,E100001010441,100.0
Attarat power plant 2,E100001010441,100.0
Attock Gen Limited power station (AGL) 11,E100000002477,100.0
Attock Gen Limited power station (AGL) 1:10,E100000002477,100.0
Atyrau 2 power station 1,,
Atyrau CHP power station 11,E100000001996,100.0
Atyrau CHP power station 12,E100000001996,100.0
Atyrau CHP power station 13,E100000001996,100.0
Atyrau CHP power station 5,E100000001996,100.0
Atyrau CHP power station 6,E100000001996,100.0
Atyrau CHP power station 6R,E100000001996,100.0
Atyrau CHP power station 7,E100000001996,100.0
Atyrau Oil Refinery power station 1,E100001014093,
Audorf power station IC1-6,E100000004269,100.0
Audrain generating station GT1,E100000004265,100.0
Audrain generating station GT2,E100000004265,100.0
Audrain generating station GT3,E100000004265,100.0
Audrain generating station GT4,E100000004265,100.0
Audrain generating station GT5,E100000004265,100.0
Audrain generating station GT6,E100000004265,100.0
Audrain generating station GT7,E100000004265,100.0
Audrain generating station GT8,E100000004265,100.0
Auguette power station ST1,,
Auguette power station ST2,,
Augusta Refinery power station 1,E100000003968,100.0
Auraiya Combined Cycle power plant 1-6,E100000001926,100.0
Aureliano Chaves power station 1,E100000003291,100.0
Aurora North Syncrude power station 1,E100000004135,100.0
Aurora North Syncrude power station 2,E100000004135,100.0
Aurora power station CTG1,E100000002479,100.0
Aurora power station CTG10,E100000002479,100.0
Aurora power station CTG2,E100000002479,100.0
Aurora power station CTG3,E100000002479,100.0
Aurora power station CTG4,E100000002479,100.0
Aurora power station CTG5,E100000002479,100.0
Aurora power station CTG6,E100000002479,100.0
Aurora power station CTG7,E100000002479,100.0
Aurora power station CTG8,E100000002479,100.0
Aurora power station CTG9,E100000002479,100.0
Avazin power station 1,E100000002138,100.0
Avazin power station 2,E100000002138,100.0
Avezzano Burgo power station CC,E100000000606,100.0
Avon power station 1,E100000002483,100.0
Avon power station 2,E100000002483,100.0
Avon power station 3,E100000002483,100.0
Avon power station 4,E100000002483,100.0
Avtovskaya power station 6,E100000003742,100.0
Avtovskaya power station 7,E100000003742,100.0
Avtozavod power station 10,E100000003450,100.0
Avtozavod power station 11,E100000003450,100.0
Avtozavod power station 12,E100000003450,100.0
Avtozavod power station 7,E100000003450,100.0
Avtozavod power station 8,E100000003450,100.0
Avtozavod power station 9,E100000003450,100.0
Awirs power station CC1,E100000000380,100.0
Axiall Natrium Plant GEN7,E100000004329,100.0
Axiall Plaquemine power station X773,E100000004330,100.0
Axiall Plaquemine power station X774,E100000004330,100.0
Axiall Plaquemine power station X775,E100000004330,100.0
Azerbaijan thermal power plant 1,E100000001775,100.0
Azerbaijan thermal power plant 2,E100000001775,100.0
Azerbaijan thermal power plant 3,E100000001775,100.0
Azerbaijan thermal power plant 4,E100000001775,100.0
Azerbaijan thermal power plant 5,E100000001775,100.0
Azerbaijan thermal power plant 6,E100000001775,100.0
Azerbaijan thermal power plant 7,E100000001775,100.0
Azerbaijan thermal power plant 8,E100000001775,100.0
Azikel power station 2-1,E100000002485,100.0
Azikel power station 2-2,E100000002485,100.0
Azikel power station 3-1,E100000002485,100.0
Azikel power station 3-2,E100000002485,100.0
Azito power plant CC4,E100000002486,100.0
Azito power plant GT1-GT2-CC3,E100000002486,100.0
Azotati power station 1,E100000002899,100.0
Azulão power station 1-I,E100000000067,100.0
Azulão power station 1-V,E100000000067,100.0
Azulão power station 2-II-IV,E100000000067,100.0
Azura-Edo IPP power station 1,E100000002488,100.0
Azura-Edo IPP power station 2,E100000002488,100.0
Azura-Edo IPP power station 3,E100000002488,100.0
Az Zour North power plant CC1-1,E100000003994,100.0
Az Zour North power plant CC1-2,E100000003994,100.0
Az Zour North power plant CC2,E100000002001,100.0
Az Zour North power plant CC3,E100000002001,100.0
Az Zour South power plant CC1-1,E100000002002,100.0
Az Zour South power plant CC1-2,E100000002002,100.0
Az Zour South power plant CC2-1,E100000002002,100.0
Az Zour South power plant CC2-2,E100000002002,100.0
Az Zour South power plant CC3,E100000002002,100.0
Az Zour South power plant GT1-ZSOC1,E100000002002,100.0
Az Zour South power plant GT2-ZSOC1,E100000002002,100.0
Az Zour South power plant GT3-ZSOC1,E100000002002,100.0
Az Zour South power plant GT4-ZSOC1,E100000002002,100.0
Az Zour South power plant ST1,E100000002002,100.0
Az Zour South power plant ST2,E100000002002,100.0
Az Zour South power plant ST3,E100000002002,100.0
Az Zour South power plant ST4,E100000002002,100.0
Az Zour South power plant ST5,E100000002002,100.0
Az Zour South power plant ST6,E100000002002,100.0
Az Zour South power plant ST7,E100000002002,100.0
Az Zour South power plant ST8,E100000002002,100.0
Baadre power station 1,E100000134323,100.0
Baadre power station 2,E100000134323,100.0
Baalback II power plant 1,E100000002003,100.0
Baalback power plant 1,E100000002003,100.0
Baalback power plant 2,E100000002003,100.0
Bab-Ezzouar power plant 1,E100000001755,100.0
Bab-Ezzouar power plant 2,E100000001755,100.0
Bab-Ezzouar power plant 3,E100000001755,100.0
Bab-Ezzouar power plant 4,E100000001755,100.0
Babolsar Power Plant 1,E100000000551,
Babol Small-Scale power plant 1,E100000000551,100.0
Bac Lieu Project power station CC1,E100000002098,100.0
Bac Lieu Project power station CC2,E100000002098,100.0
Bac Lieu Project power station CC3,E100000002098,100.0
Bac Lieu Project power station CC4,E100000002098,100.0
Bacliff power station BCGT1,E100000001289,100.0
Bacliff power station BCGT2,E100000001289,100.0
Bacliff power station BCGT3,E100000001289,100.0
Bacliff power station BCGT4,E100000001289,100.0
Bacliff power station BCGT5,E100000001289,100.0
Bacliff power station BCGT6,E100000001289,100.0
Baconton power plant CT1,E100000004086,65.0
Baconton power plant CT1,E100000004172,35.0
Baconton power plant CT4,E100000004086,65.0
Baconton power plant CT4,E100000004172,35.0
Baconton power plant CT5,E100000004086,65.0
Baconton power plant CT5,E100000004172,35.0
Baconton power plant CT6,E100000004086,65.0
Baconton power plant CT6,E100000004172,35.0
Baghabari power station 1,E100000000039,100.0
Baghabari power station 2,E100000000039,100.0
Baghdad South 1 GT1,E100000001354,100.0
Baghdad South 1 GT2,E100000001354,100.0
Baghdad South 1 ST-1,E100000001354,100.0
Baghdad South 2 power plant 1,E100000001354,100.0
Baghdad South 2 power plant 10,E100000001354,100.0
Baghdad South 2 power plant 11,E100000001354,100.0
Baghdad South 2 power plant 12,E100000001354,100.0
Baghdad South 2 power plant 13,E100000001354,100.0
Baghdad South 2 power plant 14,E100000001354,100.0
Baghdad South 2 power plant 15,E100000001354,100.0
Baghdad South 2 power plant 16,E100000001354,100.0
Baghdad South 2 power plant 2,E100000001354,100.0
Baghdad South 2 power plant 3,E100000001354,100.0
Baghdad South 2 power plant 4,E100000001354,100.0
Baghdad South 2 power plant 5,E100000001354,100.0
Baghdad South 2 power plant 6,E100000001354,100.0
Baghdad South 2 power plant 7,E100000001354,100.0
Baghdad South 2 power plant 8,E100000001354,100.0
Baghdad South 2 power plant 9,E100000001354,100.0
Baghdad South Combined Cycle power plant GT-1,E100000001354,100.0
Baghdad South Combined Cycle power plant GT-2,E100000001354,100.0
Baghdad South Combined Cycle power plant GT-3,E100000001354,100.0
Baghdad South Combined Cycle power plant GT-4,E100000001354,100.0
Baghdad South Combined Cycle power plant GT-5,E100000001354,100.0
Baghdad South Combined Cycle power plant GT-6,E100000001354,100.0
Baghdad South Combined Cycle power plant ST-1,E100000001354,100.0
Baghdad South Combined Cycle power plant ST-2,E100000001354,100.0
Bahia de Algeciras power station 3,E100000000980,100.0
Bahía de Bizkaia power station 1,E100000002500,100.0
Bahodopi Vale Nickel Smelter power station 1,E100001010523,100.0
Baia de la Possession power station GT1,E100000001870,
Baia de la Possession power station GT2,E100000001870,
Baie Sainte Anne Praslin power station 1,E100001011778,
Baiji Gas power station 1-1 محطة كهرباء بيجي الغازية الأولى,E100000001354,100.0
Baiji Gas power station 1-2 محطة كهرباء بيجي الغازية الأولى,E100000001354,100.0
Baiji Gas power station 1-3 محطة كهرباء بيجي الغازية الأولى,E100000001354,100.0
Baiji Gas power station 1-4 محطة كهرباء بيجي الغازية الأولى,E100000001354,100.0
Baiji Gas power station 2-1 محطة كهرباء بيجي الغازية الثانية,E100000001354,100.0
Baiji Gas power station 2-2 محطة كهرباء بيجي الغازية الثانية,E100000001354,100.0
Baiji Gas power station 2-3 محطة كهرباء بيجي الغازية الثانية,E100000001354,100.0
Baiji Gas power station 2-4 محطة كهرباء بيجي الغازية الثانية,E100000001354,100.0
Baiji Gas power station 2-5 محطة كهرباء بيجي الغازية الثانية,E100000001354,100.0
Baiji Gas power station 2-6 محطة كهرباء بيجي الغازية الثانية,E100000001354,100.0
Baiji Thermal power station 1,E100000001354,100.0
Baiji Thermal power station 2,E100000001354,100.0
Baiji Thermal power station 3,E100000001354,100.0
Baiji Thermal power station 4,E100000001354,100.0
Baiji Thermal power station 5,E100000001354,100.0
Baiji Thermal power station 6,E100000001354,100.0
Bairnsdale power station 1,E100000002425,
Bairnsdale power station 2,E100000002425,
Baixada Fluminense power station 1,E100000000084,100.0
Baja California III power station 1,E100000002023,100.0
Baja California Sur power station 1,E100000002016,100.0
Bajío cogeneration power station 1,E100000003289,100.0
Bajío power station 1,E100000003944,100.0
Baku CHP power station 1,E100000001775,100.0
Baku CHP power station 2,E100000001775,100.0
Baku power station 1,E100000001775,100.0
Balaklava power station 1,E100000004168,100.0
Balaklava power station 2,E100000004168,100.0
Balakovo CHP-4 power station 1,E100000003967,100.0
Balakovo CHP-4 power station 2,E100000003967,100.0
Balakovo CHP-4 power station 4,E100000003967,100.0
Balakovo CHP-4 power station 5,E100000003967,100.0
Balakovo CHP-4 power station 6,E100000003967,100.0
Balakovo CHP-4 power station 7,E100000003967,100.0
Balikpapan Refinery power plant 1,E100000002501,100.0
Balikpapan Refinery power plant 2,E100000002501,100.0
Balikpapan Refinery power plant 3,E100000002501,100.0
Balikpapan Refinery power plant 4,E100000002501,100.0
Balkanabad power station 3-1,E100000002138,100.0
Balkanabad power station 3-2,E100000002138,100.0
Balkan power station CC1,E100000002138,100.0
Balkan power station CC2,E100000002138,100.0
Balloki power station 1,E100000002057,100.0
Ballylumford power station B1,E100000002872,100.0
Ballylumford power station B2,E100000002872,100.0
Ballylumford power station C31,E100000002872,100.0
Ballylumford power station C32,E100000002872,100.0
Balzac Facility power station 1,E100000002982,50.0
Balzac Facility power station 1,E100000000172,50.0
Bancroft power station IC1-5,E100001011234,
Banda Gas-to-Power Project 1,E100000001265,100.0
Bandar Abbas Gas power plant 1,E100000003220,100.0
Bandar Abbas Gas power plant 2,E100000003220,100.0
Bandar Abbas power station GT1,E100000003220,100.0
Bandar Abbas power station GT2,E100000003220,100.0
Bandar Abbas power station ST1,E100000003220,100.0
Bandar Abbas power station ST2,E100000003220,100.0
Bandar Abbas power station ST3,E100000003220,100.0
Bandar Abbas power station ST4,E100000003220,100.0
Bandar Abbas power station ST5,E100000003220,100.0
Bandar Abbas Refinery power plant 1,E100001011942,100.0
Bandar Imam power station 1,E100000002388,100.0
Bandar Imam power station 2,E100000002388,100.0
Bandar Imam power station 3,E100000002388,100.0
Bandar Imam power station 4,E100000002388,100.0
Bandırma power station 1,E100000002968,100.0
Bandırma power station 2,E100000002968,100.0
Bang Bo power station 1,E100001011103,100.0
Bangkadi Industrial Park power station 1,E100000001023,100.0
Bangkadi Industrial Park power station 2,E100000001023,100.0
Bangkanai II power station 1,E100000000537,100.0
Bangkanai II power station 1,E100000185999,100.0
Bangkanai I power station 1,E100000000537,100.0
Bangkanai I power station 1,E100000185999,100.0
Banglan Medium-Scale power plant 1,E100000000551,100.0
Bangla Trac Power Unit-1 power station 1,E100000002363,100.0
Bangla Trac Power Unit-1 power station 2,E100000002363,100.0
Bangla Trac Power Unit-1 power station 3,E100000002363,100.0
Bangla Trac Power Unit-2 power station 1,E100000002363,100.0
Bangpa-in power station 1,E100000001029,100.0
Bangpa-in power station 2,E100000001029,100.0
Bang Pakong power station CC1,E100000002129,100.0
Bang Pakong power station CC2,E100000002129,100.0
Bang Pakong power station CC5,E100000002129,100.0
Bang Pakong power station ST3,E100000002129,100.0
Bang Pakong power station ST4,E100000002129,100.0
Bangpoo cogeneration power station 1-1,E100000003939,100.0
Bangpoo cogeneration power station 2-1,E100000003939,100.0
Bangui Thermal power station 1,E100000133675,
Banha power plant 1,E100000001863,100.0
Banias Banias OCGTpower plant GT,E100000002125,100.0
Banias power plant EXT1,E100000002125,100.0
Banias power plant EXT2,E100000002125,100.0
Banias Thermal power plant ST1,E100000002125,100.0
Banias Thermal power plant ST1- Replacement,E100000002125,100.0
Banias Thermal power plant ST2,E100000002125,100.0
Banias Thermal power plant ST2- Replacement,E100000002125,100.0
Banias Thermal power plant ST3,E100000002125,100.0
Banias Thermal power plant ST4,E100000002125,100.0
Bani Ghalib Mobile power plant 1,E100000001865,100.0
Bani Ghalib Mobile power plant 2,E100000001865,100.0
Banpong power station 1,E100000002130,100.0
Banpong power station 2,E100000002130,100.0
Baode Coalbed Methane power station 1,E100000004009,100.0
Baoshan Works power station CC 1,E100000122571,100.0
Baoshan Works power station GT 1,E100000122571,100.0
Baoshan Works power station No. 5,E100000122571,100.0
"Baosteel Group Guangdong Shaoguan Iron &STEEL Co., Ltd. Gas Power Project 1",E100000123228,100.0
"Baosteel Group Guangdong Shaoguan Iron &STEEL Co., Ltd. Gas Power Project 2",E100000123228,100.0
"Baowu Group Echeng Iron & Steel Co., Ltd. Gas Power Project 1",E100000123229,100.0
"Baowu Group Echeng Iron & Steel Co., Ltd. Gas Power Project 2",E100000123229,100.0
BARAKI Mobile power plant 1,E100000004059,100.0
BARAKI Mobile power plant 2,E100000004059,100.0
BARAKI Mobile power plant 3,E100000004059,100.0
BARAKI Mobile power plant 4,E100000004059,100.0
BARAKI Mobile power plant 5,E100000004059,100.0
BARAKI Mobile power plant 6,E100000004059,100.0
BARAKI Mobile power plant 7,E100000004059,100.0
BARAKI Mobile power plant 8,E100000004059,100.0
Barbosa Lima Sobrinho power station 1,E100000000084,100.0
Barbosa Lima Sobrinho power station 2,E100000000084,100.0
Barbosa Lima Sobrinho power station 3,E100000000084,100.0
Barbosa Lima Sobrinho power station 4,E100000000084,100.0
Barbosa Lima Sobrinho power station 5,E100000000084,100.0
Barbosa Lima Sobrinho power station 6,E100000000084,100.0
Barbosa Lima Sobrinho power station 7,E100000000084,100.0
Barbosa Lima Sobrinho power station 8,E100000000084,100.0
Barcelona Cartonboard power station 1,E100000003864,100.0
Bar gas power station 1,E100000001465,100.0
Ba Ria power station 1,E100000002882,100.0
Barilla power station 1,E100000003025,100.0
Barka III Independent power plant 1,E100000002415,100.0
Barka II Independent Water and power plant 1,E100000003932,100.0
Barka I Independent Water and power plant 1,E100000002364,100.0
Barker Inlet power station 1,E100000002382,100.0
Barker power station CC,E100000003517,100.0
Barmen power station CC1,E100000004310,100.0
Barney M Davis power station 1,E100000004153,100.0
Barney M Davis power station CC1,E100000004153,100.0
Barranco de Tirajana power station 1,E100000000968,100.0
Barranco de Tirajana power station 2,E100000000968,100.0
Barranco de Tirajana power station 3,E100000000968,100.0
Barranco de Tirajana power station 4,E100000000968,100.0
Barranco de Tirajana power station 5,E100000000968,100.0
Barranco de Tirajana power station 6,E100000000968,100.0
Barre Peaker power station 1,E100000004078,100.0
Barre Peaker power station 1,E100000139835,100.0
Barrow Island LNG power station 1,E100000000654,1.0
Barrow Island LNG power station 1,E100000000746,25.0
Barrow Island LNG power station 1,E100000001179,47.0
Barrow Island LNG power station 1,E100000001753,1.0
Barrow Island LNG power station 1,E100000001213,25.0
Barrow Island LNG power station 2,E100000000654,1.0
Barrow Island LNG power station 2,E100000000746,25.0
Barrow Island LNG power station 2,E100000001179,47.0
Barrow Island LNG power station 2,E100000001753,1.0
Barrow Island LNG power station 2,E100000001213,25.0
Barrow Island LNG power station 3,E100000000654,1.0
Barrow Island LNG power station 3,E100000000746,25.0
Barrow Island LNG power station 3,E100000001179,47.0
Barrow Island LNG power station 3,E100000001753,1.0
Barrow Island LNG power station 3,E100000001213,25.0
Barrow Island LNG power station 4,E100000000654,1.0
Barrow Island LNG power station 4,E100000000746,25.0
Barrow Island LNG power station 4,E100000001179,47.0
Barrow Island LNG power station 4,E100000001753,1.0
Barrow Island LNG power station 4,E100000001213,25.0
Barrow Island LNG power station 5,E100000000654,1.0
Barrow Island LNG power station 5,E100000000746,25.0
Barrow Island LNG power station 5,E100000001179,47.0
Barrow Island LNG power station 5,E100000001753,1.0
Barrow Island LNG power station 5,E100000001213,25.0
Barry Steam Plant G521,E100000002418,100.0
Barry Steam Plant G522,E100000002418,100.0
Barry Steam Plant G523,E100000002418,100.0
"Barry Steam Plant Unit 1, timepoint 2",E100000002418,100.0
"Barry Steam Plant Unit 2, timepoint 2",E100000002418,100.0
"Barry Steam Plant Unit 4, timepoint 2",E100000002418,100.0
Barsebäck power station GT1,E100000000457,
Barsebäck power station GT2,E100000000457,
Basell Polyolefine power station 1,E100000002506,100.0
BASF Freeport Works power station GEN1,E100000002490,100.0
Basin Creek Plant 1,E100001011709,5.0
Basin Creek Plant 1,E100001011873,94.0
Basrah Steel Plant power station 1-1,E100000001965,100.0
Bassens power station 1,E100000002601,100.0
Bastami power station 1,E100000003992,100.0
Bastrop energy center CC1,E100000002508,100.0
Bataan power station A,E100000003777,100.0
Bataan power station B,E100000003777,100.0
Batalla de Santa Inés power station 1,E100000001332,100.0
Batamindo Industrial Park power station 1,E100001010521,100.0
Batangas Clean Energy power station 1,E100000002509,100.0
Batangas Combined Cycle power plant 1-1,E100000003007,100.0
Batangas Combined Cycle power plant 1-2,E100000003007,100.0
Batangas Combined Cycle power plant 1-3,E100000003007,100.0
Batangas Combined Cycle power plant 2-1,E100000003007,100.0
Bata power station 1,E100001012014,
Batavia power plant CC01,E100000003983,100.0
Batesville generation facility CC1,E100000002236,100.0
Batesville generation facility CC2,E100000002236,100.0
Batesville generation facility CC3,E100000002236,100.0
"Battle River power station Unit 4, timepoint 2",E100000001370,100.0
"Battle River power station Unit 5, timepoint 2",E100000001370,100.0
Batubara power station 1-1,E100000003756,100.0
Batubara power station 1-2,E100000003756,100.0
Batubara power station 2-1,E100000003756,100.0
Batubara power station 2-2,E100000003756,100.0
Batubara power station 3-1,E100000003756,100.0
Batubara power station 3-2,E100000003756,100.0
Batu Hijau power station 1,E100001011092,100.0
Bauang La Union Diesel power plant 1,E100000002359,100.0
Bavaro power station 1,E100000135381,100.0
Bayat IPP power station Phase 1,E100001011235,100.0
Bayboro power station P1,E100000002839,100.0
Bayboro power station P2,E100000002839,100.0
Bayboro power station P3,E100000002839,100.0
Bayboro power station P4,E100000002839,100.0
Bayernoil Refinery power station 1,E100000002511,100.0
Bayet Combined Cycle power station 1,E100000001717,100.0
Baymina Ankara power station 1,E100000002512,100.0
Bayonne energy center GT1,E100000002513,100.0
Bayonne energy center GT10,E100000002513,100.0
Bayonne energy center GT2,E100000002513,100.0
Bayonne energy center GT3,E100000002513,100.0
Bayonne energy center GT4,E100000002513,100.0
Bayonne energy center GT5,E100000002513,100.0
Bayonne energy center GT6,E100000002513,100.0
Bayonne energy center GT7,E100000002513,100.0
Bayonne energy center GT8,E100000002513,100.0
Bayonne energy center GT9,E100000002513,100.0
Bayou cogeneration plant GT1,E100000002405,100.0
Bayou cogeneration plant GT2,E100000002405,100.0
Bayou cogeneration plant GT3,E100000002405,100.0
Bayou cogeneration plant GT4,E100000002405,100.0
Bayou Cove Peaking power 1,E100000002200,100.0
Bayou Cove Peaking power 2,E100000002514,100.0
Bayou Cove Peaking power 3,E100000002514,100.0
Bayou Cove Peaking power 4,E100000002514,100.0
Bayside generating station 1,E100000001826,100.0
Bayswater peaking facility 1,E100000002515,100.0
Baytown energy center CC1,E100000002516,100.0
Bayuquan Steel Gas Power Project 1,E100000126769,100.0
Bazian Combine Cycle power plant CC,E100000004165,100.0
Bazian power plant 2 1,E100000004165,100.0
Bazian power plant 2 2,E100000004165,100.0
Bazian power station 1,E100000001968,100.0
Bazian power station 2,E100000001968,100.0
Bazian power station 3,E100000001968,100.0
Bazian power station 4,E100000001968,100.0
BCPL Captive power plant 1,E100000001912,100.0
Bear Creek cogeneration plant 1,E100000000136,100.0
Bear Garden power station CC1,E100000004306,100.0
Beatrice power station CC1,E100000002289,100.0
Beaver power station CC1,E100000002305,100.0
Beaver power station CC1,E100000138571,100.0
Bécancour cogeneration plant 1,E100000000136,100.0
Bécancour power station 1,E100000003272,100.0
Bécancour power station 2,E100000003272,100.0
Bécancour power station 3,E100000003272,100.0
Bécancour power station 4,E100000003272,100.0
Bechar Mobile power plant 1,E100000001755,100.0
Bechar Mobile power plant 2,E100000001755,100.0
Bechar Mobile power plant 3,E100000001755,100.0
Bechar Mobile power plant 4,E100000001755,100.0
Beerse power station IC,E100000000380,
Be'er Tuvia power station 1,E100000003329,100.0
Behbahan power station 1,E100000003502,100.0
Behbahan power station 2-1,E100000003098,100.0
Behbahan power station 2-2,E100000003098,100.0
Behshahr Mobile power plant 1,E100000000551,100.0
Beijing Energy Caoqiao Gas Thermal power station 1,E100000002523,100.0
Beijing Energy Future City Gas and Thermal power station 1,E100000002521,100.0
Beijing Energy Gao'antun Gas Thermal power station 1,E100000002522,100.0
Beijing Energy Jingfeng Gas Thermal power station 1,E100000002519,100.0
Beijing Energy Jingxi Gas Thermal power station 1,E100000002524,100.0
Beijing Energy Jingxi Gas Thermal power station 2,E100000002524,100.0
Beijing Energy Shangzhuang Gas Thermal power station 1,E100000002525,100.0
Beijing Energy Sun Palace Gas Thermal power station 1,E100000002526,100.0
Beijing Energy Sun Palace Gas Thermal power station 2,E100000002526,100.0
Beijing Energy Zhuhai Yuhai Gas Thermal power station 1,E100000004386,100.0
Beijing Energy Zhuhai Yuhai Gas Thermal power station 2,E100000004386,100.0
Beijing Jingneng Guangdong Dongyuan Gas power station 1-1,E100000159507,100.0
Beijing Jingneng Guangdong Dongyuan Gas power station 1-2,E100000159507,100.0
Beijing Jingneng Guangdong Dongyuan Gas power station 2-1,E100000159507,100.0
Beijing Jingneng Guangdong Dongyuan Gas power station 2-2,E100000159507,100.0
Beijing Zhengdong Electronic Power Group South power station 1,E100000002527,100.0
Bekasi power station 1,E100000003754,100.0
Bel-Air C6 power station 1-6,E100000000894,100.0
Belawan Berkat power station 1,E100001010522,100.0
Belawan power station 1-1,E100000000537,100.0
Belawan power station 1-1,E100000185999,100.0
Belawan power station 1-2,E100000000537,100.0
Belawan power station 1-2,E100000185999,100.0
Belawan power station 1-3,E100000000537,100.0
Belawan power station 1-3,E100000185999,100.0
Belawan power station 1-4,E100000000537,100.0
Belawan power station 1-4,E100000185999,100.0
Belawan power station 2-1,E100000000537,100.0
Belawan power station 2-1,E100000185999,100.0
Belawan power station 2-2,E100000000537,100.0
Belawan power station 2-2,E100000185999,100.0
Belém power station I,E100000001786,100.0
Belém power station II,E100000001786,100.0
Beleza power plant 1,,
"Bellacorick power station GT1, timepoint 1",E100002000174,
"Bellacorick power station GT2, timepoint 1",E100002000174,
Bellara power station 1,E100000004059,100.0
Bellara power station 2,E100000004059,100.0
Bellefontaine power station IC1-12,E100000001870,100.0
Belle River Power Plant 12-1,E100000002239,100.0
Belle River Power Plant 12-2,E100000002239,100.0
Belle River Power Plant 13-1,E100000002239,100.0
Beluluane power station 1,E100000002530,100.0
Benghazi power station 1,E100000002005,100.0
Benghazi Simple Cycle Power Plant 1,,
Beni Abbes Mobile power plant 1,E100000001755,100.0
Beni Abbes Mobile power plant 2,E100000001755,100.0
Beni Abbes Mobile power plant 3,E100000001755,100.0
Beni Abbes Mobile power plant 4,E100000001755,100.0
Beni Abbes Mobile power plant 5,E100000001755,100.0
Beni Abbes Mobile power plant 6,E100000001755,100.0
Beni Abbes Mobile power plant 7,E100000001755,100.0
Beni Abbes Mobile power plant 8,E100000001755,100.0
Beni Mered Power Plant 1,E100000001755,100.0
Beni Mered Power Plant 2,E100000001755,100.0
Beni Suef power plant 1,E100000001865,100.0
Beni Suef power plant 2,E100000001865,100.0
Beni Suef power plant 3,E100000001865,100.0
Beni Suef power plant 4,E100000001865,100.0
Bennett Mountain power station 1,E100000003294,100.0
"Benxi Beiying Iron & Steel (GROUP) Co., Ltd. Gas Power Project 1",E100000123156,100.0
BEP TGLA power station 1,E100000002492,100.0
Berakas power station 1,E100000001814,100.0
Bera power station 1-9,E100000000039,100.0
Berezovskaya (Belarus) power station CC3,E100000003867,100.0
Berezovskaya (Belarus) power station CC4,E100000003867,100.0
Berezovskaya (Belarus) power station CC5,E100000003867,100.0
Berezovskaya (Belarus) power station CC7,E100000003867,100.0
Berezovskaya (Belarus) power station GT1,E100000003867,100.0
Berezovskaya (Belarus) power station GT2,E100000003867,100.0
Berezovskaya (Belarus) power station GT3,E100000003867,100.0
Berezovskaya (Belarus) power station GT4,E100000003867,100.0
Berezovskaya (Belarus) power station GT5,E100000003867,100.0
Bergen generating station CC1,E100000001381,100.0
Bergen op Zoom GE power station 1,E100000001489,100.0
Bergen op Zoom GE power station 2,E100000001489,100.0
Bergkamen power station CC1,E100000001893,100.0
Bergum power station 10GT,E100000001477,100.0
Bergum power station 20GT,E100000001477,100.0
Berkelcentrale power station CC1,E100000001260,
Berkprai cogeneration power station 1,E100000002132,65.0
Berkprai cogeneration power station 1,E100000001636,35.0
Berkshire power station GEN2,E100000002533,100.0
"Berlin-Klingenberg power station Unit 4, timepoint 2",E100000004298,100.0
Berlin-Marzahn power station 1,E100000004297,100.0
Berlin Mitte power station GuD Mitte,E100000004298,100.0
Berlin-Reuter-West power station CHP1,E100000004298,100.0
Bernburg Alkali power station 1,E100000004066,100.0
Berre refinery power station ST1-2,E100000000741,
Berri Gas power plant 1,E100000000888,100.0
Berri Gas power plant 2,E100000000888,100.0
Berrouaghia power plant 1,E100001012021,100.0
Berrouaghia power plant 2,E100001012021,100.0
Bertonico - Turano Lodigliano power station 1,E100000004069,100.0
Besat power station 1,E100000002534,100.0
Besat power station CC,E100000002534,100.0
Besat power station ST1,E100000002534,100.0
Besat power station ST2,E100000002534,100.0
Besat power station ST3,E100000002534,100.0
Beshel Industrial Park power plant 1,E100001000189,100.0
Besmaya power station 1-1,E100000003544,100.0
Besmaya power station 1-2,E100000003544,100.0
Besmaya power station 2-1,E100000003544,100.0
Besmaya power station 2-2,E100000003544,100.0
Besmaya power station 3-1,E100000003544,100.0
Besmaya power station 3-2,E100000003544,100.0
Besós 3 power station 1,E100000000968,100.0
Besós 4 power station 1,E100000000978,100.0
Besós 5 power station 1,E100000000968,100.0
Betano power station 1,E100000002914,100.0
Bethlehem energy center CC1,E100000001381,100.0
Bethlehem power plant 1234,E100000002624,100.0
Bethlehem power plant 5678,E100000002624,100.0
Bethpage power plant G602,E100000002631,100.0
Bethpage power plant G603,E100000002631,100.0
Bethpage power plant GEN5,E100000002631,100.0
