census_tract,county,state,pct_black_african_amer,pct_amer_indian_alaska_native,pct_asian,pct_native_hawaii_pacific,pct_two_or_more_races,pct_white,pct_hispanic_latino,pct_other_races,pct_age_under_10,pct_age_10_to_64,pct_age_over_64,total_threshold_criteria_exceeded,total_categories_exceeded,disadvantaged_without_neighbors,disadvantaged_with_neighbors_relaxed_low_inc_threshold,disadvantaged,total_population,adj_pct_indiv_below_200_fpl_percentile,adj_pct_indiv_below_200_fpl,is_low_income,expected_agri_loss_rate_nri,expected_building_loss_rate_nri,expected_population_loss_rate_nri,share_of_properties_fire_risk_in_30_years,energy_burden,housing_burden_pct,median_value_owner_occupied_housing_units,tract_covered_impervious_surface_cropland,percentile_tract_covered_impervious_surface_cropland,tract_min_35_acres,asthma_among_18plus_adults,diabetes_among_18plus_adults,heart_disease_among_18plus_adults,life_expectancy_years,unemployment_pct,pct_indiv_below_200_fpl,pct_indiv_below_100_fpl,merge_id_census_tract,developed_open_space_area21,developed_low_intensity_area22,developed_med_intensity_area23,developed_high_intensity_area24,developed_open_space_prop21,developed_low_intensity_prop22,developed_med_intensity_prop23,developed_high_intensity_prop24,merge_id_county,min_temp_celsius,max_temp_celsius,avg_temp_celsius,st_dev_temp_celsius,year_temp,avg_temp_fahren
06037461901,Los Angeles County,California,0.15,0.0,0.08,0.0,0.03,0.17,0.57,0.3,0.07,0.83,0.09,3,3.0,True,False,True,5051.0,0.76,0.38,True,0.0,0.0005,0.0001,4.0,1.0,43.0,604900.0,5863.0,78.0,True,819.0,940.0,360.0,79.4,6.0,50.0,19.0,06037461901,54000.0,272700.0,507600.0,37800.0,0.061919504643963,0.312693498452012,0.582043343653251,0.043343653250774,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037461902,Los Angeles County,California,0.12,0.0,0.3,0.0,0.06,0.38,0.12,0.04,0.02,0.82,0.15,0,0.0,False,False,False,1801.0,0.6,0.28,False,0.0,0.0005,0.0003,0.0,1.0,47.0,750000.0,7192.0,90.0,True,810.0,950.0,490.0,80.2,6.0,50.0,42.0,06037461902,23400.0,152100.0,566100.0,95400.0,0.027956989247312,0.181720430107527,0.676344086021505,0.113978494623656,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462001,Los Angeles County,California,0.08,0.0,0.04,0.02,0.02,0.09,0.74,0.53,0.16,0.76,0.07,4,3.0,True,False,True,4460.0,0.9,0.52,True,0.0,0.0005,0.0001,0.0,2.0,52.0,515400.0,4432.0,58.0,True,930.0,1200.0,480.0,79.09,3.0,58.0,27.0,06037462001,49500.0,318600.0,137700.0,5400.0,0.096830985915493,0.623239436619718,0.269366197183099,0.01056338028169,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462002,Los Angeles County,California,0.14,0.0,0.01,0.0,0.02,0.1,0.71,0.57,0.12,0.79,0.07,6,4.0,True,False,True,4043.0,0.93,0.57,True,0.0,0.0005,0.0001,0.0,2.0,63.0,648000.0,5106.0,68.0,True,980.0,1380.0,560.0,75.3,3.0,69.0,34.0,06037462002,25200.0,246600.0,224100.0,16200.0,0.04920913884007,0.481546572934974,0.437609841827768,0.031634446397188,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462100,Los Angeles County,California,0.08,0.01,0.07,0.0,0.05,0.2,0.61,0.4,0.11,0.76,0.11,1,1.0,True,False,True,5748.0,0.63,0.3,False,0.0,0.0005,0.0001,0.0,1.0,45.0,713600.0,4393.0,58.0,True,830.0,1080.0,440.0,82.1,3.0,41.0,22.0,06037462100,117000.0,622800.0,289800.0,14400.0,0.112068965517241,0.596551724137931,0.277586206896552,0.013793103448276,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462201,Los Angeles County,California,0.09,0.02,0.16,0.0,0.05,0.37,0.33,0.16,0.11,0.65,0.23,5,4.0,True,False,True,3941.0,0.69,0.34,True,0.0,0.0005,0.0001,0.0,1.0,45.0,486000.0,5535.0,74.0,True,770.0,1190.0,680.0,82.6,3.0,43.0,28.0,06037462201,44100.0,214200.0,259200.0,18900.0,0.082214765100671,0.399328859060403,0.483221476510067,0.035234899328859,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462202,Los Angeles County,California,0.08,0.0,0.3,0.0,0.04,0.42,0.15,0.08,0.08,0.79,0.11,0,0.0,False,False,False,2775.0,0.44,0.2,False,0.0,0.0005,0.0001,0.0,1.0,33.0,608700.0,7432.0,91.0,True,750.0,570.0,280.0,85.7,6.0,42.0,31.0,06037462202,7200.0,61200.0,431100.0,68400.0,0.012678288431062,0.107765451664025,0.759112519809826,0.120443740095087,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462301,Los Angeles County,California,0.08,0.0,0.07,0.0,0.04,0.2,0.61,0.34,0.14,0.74,0.1,5,4.0,True,False,True,5265.0,0.7,0.34,True,0.0,0.0005,0.0001,0.0,1.0,47.0,576800.0,5585.0,74.0,True,840.0,1010.0,440.0,80.9,7.0,45.0,22.0,06037462301,5400.0,236700.0,383400.0,7200.0,0.008534850640114,0.374110953058321,0.60597439544808,0.011379800853485,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462302,Los Angeles County,California,0.05,0.0,0.26,0.0,0.05,0.32,0.31,0.18,0.1,0.79,0.1,0,0.0,False,False,False,3213.0,0.4,0.18,False,0.0,0.0005,0.0001,0.0,1.0,26.0,560500.0,6874.0,88.0,True,710.0,730.0,330.0,81.4,4.0,35.0,15.0,06037462302,13500.0,132300.0,507600.0,47700.0,0.019255455712452,0.188703465982028,0.72400513478819,0.06803594351733,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462400,Los Angeles County,California,0.04,0.0,0.08,0.0,0.06,0.52,0.29,0.13,0.1,0.72,0.17,0,0.0,False,False,False,3944.0,0.32,0.13,False,0.0,0.0005,0.0001,0.0,1.0,34.0,816200.0,3980.0,52.0,True,750.0,860.0,440.0,84.0,4.0,23.0,13.0,06037462400,189000.0,870300.0,243000.0,16200.0,0.143344709897611,0.660068259385665,0.184300341296928,0.012286689419795,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462500,Los Angeles County,California,0.04,0.0,0.18,0.0,0.05,0.53,0.2,0.02,0.14,0.65,0.2,1,1.0,True,False,True,6146.0,0.15,0.05,False,0.0002,0.0005,0.0,70.0,1.0,26.0,811100.0,4173.0,55.0,True,760.0,830.0,470.0,82.1,3.0,16.0,10.0,06037462500,423000.0,1344600.0,718200.0,20700.0,0.164854437039635,0.524026657313223,0.279901788846019,0.008067344791301,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462600,Los Angeles County,California,0.07,0.0,0.14,0.0,0.02,0.51,0.24,0.04,0.1,0.68,0.21,0,0.0,False,False,False,2152.0,0.08,0.01,False,0.0,0.0005,0.0002,6.0,1.0,11.0,890800.0,3861.0,50.0,True,710.0,770.0,409.0,84.4,2.0,7.0,2.0,06037462600,137700.0,801000.0,105300.0,4500.0,0.131330472103004,0.763948497854077,0.100429184549356,0.004291845493562,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462700,Los Angeles County,California,0.05,0.0,0.2,0.0,0.04,0.29,0.41,0.2,0.13,0.72,0.14,0,0.0,False,False,False,5413.0,0.32,0.14,False,0.0,0.0005,0.0001,0.0,1.0,29.0,769500.0,5442.0,72.0,True,740.0,819.0,380.0,83.5,3.0,26.0,15.0,06037462700,81900.0,771300.0,780300.0,41400.0,0.048898441698012,0.460505104782375,0.465878559914025,0.024717893605588,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462800,Los Angeles County,California,0.08,0.0,0.18,0.0,0.05,0.38,0.32,0.11,0.13,0.73,0.12,0,0.0,False,False,False,2827.0,0.19,0.07,False,0.0,0.0005,0.0001,0.0,1.0,26.0,823400.0,5917.0,78.0,True,710.0,770.0,370.0,81.8,2.0,17.0,3.0,06037462800,36000.0,440100.0,612000.0,39600.0,0.031923383878691,0.390263367916999,0.542697525937749,0.03511572226656,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037462900,Los Angeles County,California,0.04,0.0,0.13,0.0,0.03,0.45,0.33,0.06,0.13,0.7,0.16,0,0.0,False,False,False,3797.0,0.13,0.04,False,0.0,0.0005,0.0001,10.0,1.0,7.0,798200.0,5361.0,71.0,True,680.0,810.0,409.0,81.0,2.0,10.0,4.0,06037462900,171900.0,1170000.0,906300.0,120600.0,0.072568389057751,0.493920972644377,0.382598784194529,0.050911854103343,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463000,Los Angeles County,California,0.05,0.0,0.29,0.0,0.04,0.43,0.15,0.02,0.14,0.68,0.16,0,0.0,False,False,False,2665.0,0.08,0.01,False,0.0,0.0005,0.0002,44.0,1.0,19.0,1036600.0,5470.0,73.0,True,660.0,750.0,420.0,86.1,6.0,11.0,3.0,06037463000,161100.0,810900.0,677700.0,139500.0,0.08958958958959,0.450950950950951,0.376876876876877,0.077577577577578,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463101,Los Angeles County,California,0.04,0.0,0.32,0.0,0.05,0.28,0.31,0.05,0.09,0.73,0.16,0,0.0,False,False,False,2373.0,0.22,0.09,False,0.0,0.0005,0.0002,0.0,1.0,22.0,744700.0,5077.0,67.0,True,700.0,919.0,430.0,82.7,2.0,18.0,7.0,06037463101,126000.0,423000.0,509400.0,80100.0,0.110671936758893,0.371541501976285,0.447430830039526,0.070355731225296,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463102,Los Angeles County,California,0.02,0.0,0.32,0.0,0.03,0.24,0.38,0.11,0.14,0.68,0.17,0,0.0,False,False,False,3878.0,0.22,0.08,False,0.0,0.0005,0.0001,0.0,1.0,25.0,959300.0,4353.0,57.0,True,660.0,1000.0,509.0,80.9,2.0,18.0,4.0,06037463102,644400.0,986400.0,731700.0,169200.0,0.254080908445706,0.388928317955997,0.288502484031228,0.066713981547197,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463200,Los Angeles County,California,0.05,0.0,0.28,0.0,0.05,0.4,0.22,0.11,0.08,0.68,0.22,0,0.0,False,False,False,3563.0,0.31,0.13,False,0.0,0.0005,0.0001,0.0,1.0,22.0,824300.0,4427.0,58.0,True,670.0,919.0,500.0,85.0,3.0,18.0,7.0,06037463200,265500.0,769500.0,573300.0,18900.0,0.163163716814159,0.472898230088496,0.352323008849558,0.011615044247788,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463300,Los Angeles County,California,0.04,0.0,0.26,0.0,0.04,0.46,0.2,0.09,0.09,0.7,0.2,0,0.0,False,False,False,1970.0,0.23,0.09,False,0.0,0.0005,0.0002,0.0,1.0,24.0,915300.0,4034.0,53.0,True,690.0,780.0,409.0,84.6,4.0,16.0,7.0,06037463300,64800.0,453600.0,135000.0,3600.0,0.098630136986301,0.69041095890411,0.205479452054795,0.005479452054795,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463400,Los Angeles County,California,0.06,0.0,0.27,0.0,0.03,0.39,0.21,0.13,0.08,0.76,0.14,0,0.0,False,False,False,5787.0,0.22,0.08,False,0.0,0.0005,0.0,0.0,1.0,28.0,734600.0,4638.0,61.0,True,670.0,710.0,350.0,82.4,2.0,20.0,5.0,06037463400,376200.0,826200.0,684000.0,44100.0,0.194871794871795,0.427972027972028,0.354312354312354,0.022843822843823,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463500,Los Angeles County,California,0.05,0.0,0.26,0.0,0.03,0.49,0.14,0.06,0.1,0.8,0.09,0,0.0,False,False,False,5982.0,0.02,0.0,False,0.0,0.0005,0.0,0.0,1.0,28.0,587600.0,5413.0,72.0,True,640.0,470.0,260.0,84.6,4.0,13.0,8.0,06037463500,287100.0,487800.0,807300.0,87300.0,0.171413218699624,0.291241268135411,0.481998925308974,0.052122514777002,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463601,Los Angeles County,California,0.02,0.0,0.3,0.0,0.05,0.42,0.2,0.07,0.07,0.78,0.13,0,0.0,False,False,False,5988.0,0.23,0.09,False,0.0,0.0005,0.0,0.0,1.0,25.0,524900.0,7167.0,90.0,True,680.0,570.0,310.0,83.6,2.0,27.0,15.0,06037463601,20700.0,108900.0,675900.0,122400.0,0.022308438409311,0.117361784675073,0.728419010669253,0.131910766246363,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463602,Los Angeles County,California,0.09,0.0,0.31,0.0,0.06,0.37,0.17,0.03,0.1,0.77,0.12,0,0.0,False,False,False,6057.0,0.25,0.1,False,0.0,0.0005,0.0001,0.0,1.0,31.0,518000.0,7054.0,89.0,True,710.0,680.0,340.0,81.3,1.0,27.0,13.0,06037463602,49500.0,163800.0,570600.0,142200.0,0.053449951409135,0.17687074829932,0.616132167152575,0.15354713313897,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463700,Los Angeles County,California,0.06,0.0,0.14,0.0,0.07,0.61,0.12,0.04,0.07,0.7,0.22,0,0.0,False,False,False,3138.0,0.17,0.06,False,0.0,0.0005,0.0002,47.0,0.0,20.0,1394700.0,4232.0,55.0,True,670.0,800.0,509.0,82.4,3.0,13.0,8.0,06037463700,576000.0,485100.0,477000.0,100800.0,0.332122470160872,0.279709392838609,0.275038920601972,0.058121432278153,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463800,Los Angeles County,California,0.02,0.0,0.16,0.0,0.06,0.62,0.11,0.01,0.15,0.6,0.23,0,0.0,False,False,False,4066.0,0.15,0.05,False,0.0,0.0005,0.0001,82.0,1.0,9.0,1115600.0,2590.0,32.0,True,670.0,819.0,480.0,81.0,4.0,10.0,5.0,06037463800,1248300.0,1124100.0,211500.0,7200.0,0.436163522012579,0.392767295597484,0.073899371069182,0.00251572327044,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037463900,Los Angeles County,California,0.09,0.0,0.11,0.0,0.04,0.6,0.14,0.05,0.04,0.6,0.34,0,0.0,False,False,False,3290.0,0.23,0.09,False,0.0,0.0005,0.0001,17.0,1.0,23.0,957700.0,3461.0,44.0,True,690.0,940.0,630.0,81.2,7.0,14.0,8.0,06037463900,693900.0,736200.0,362700.0,30600.0,0.368899521531101,0.391387559808612,0.192822966507177,0.016267942583732,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037464000,Los Angeles County,California,0.09,0.0,0.25,0.0,0.04,0.45,0.15,0.02,0.1,0.71,0.18,0,0.0,False,False,False,5623.0,0.27,0.11,False,0.0,0.0005,0.0,0.0,1.0,26.0,1165200.0,4008.0,52.0,True,690.0,770.0,420.0,85.8,7.0,18.0,9.0,06037464000,921600.0,1287900.0,797400.0,87300.0,0.292237442922374,0.408390410958904,0.252853881278539,0.027682648401826,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037464100,Los Angeles County,California,0.0,0.0,0.58,0.0,0.03,0.3,0.06,0.01,0.09,0.69,0.21,0,0.0,False,False,False,7121.0,0.1,0.03,False,0.0001,0.0005,0.0,0.0,1.0,13.0,2000001.0,2609.0,33.0,True,580.0,880.0,450.0,84.9,1.0,11.0,9.0,06037464100,2505600.0,2850300.0,455400.0,28800.0,0.398911018770597,0.453789941252328,0.072503223957587,0.0045851841238,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037464200,Los Angeles County,California,0.03,0.0,0.62,0.0,0.02,0.25,0.05,0.04,0.09,0.7,0.19,0,0.0,False,False,False,6073.0,0.12,0.03,False,0.0,0.0005,0.0,0.0,1.0,22.0,1732800.0,3750.0,49.0,True,520.0,860.0,400.0,87.9,1.0,10.0,3.0,06037464200,627300.0,2282400.0,534600.0,54000.0,0.179315667609982,0.652431180859275,0.152817082582969,0.015436068947775,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480002,Los Angeles County,California,0.01,0.0,0.5,0.0,0.0,0.25,0.2,0.09,0.09,0.67,0.22,0,0.0,False,False,False,3623.0,0.22,0.08,False,0.0,0.0005,0.0001,0.0,1.0,16.0,873600.0,4858.0,64.0,True,580.0,980.0,459.0,86.5,2.0,14.0,4.0,06037480002,63000.0,648000.0,623700.0,23400.0,0.046388336646786,0.47713717693837,0.459244532803181,0.017229953611663,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480011,Los Angeles County,California,0.0,0.0,0.45,0.0,0.01,0.14,0.36,0.25,0.13,0.74,0.12,1,1.0,True,False,True,5466.0,0.5,0.22,False,0.0,0.0005,0.0001,0.0,1.0,38.0,695200.0,5661.0,75.0,True,670.0,1060.0,450.0,89.5,4.0,33.0,21.0,06037480011,68400.0,245700.0,706500.0,90000.0,0.060509554140127,0.217356687898089,0.625,0.079617834394904,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480012,Los Angeles County,California,0.01,0.0,0.61,0.0,0.03,0.18,0.19,0.09,0.14,0.68,0.16,1,1.0,True,False,True,4975.0,0.17,0.06,False,0.0,0.0005,0.0001,0.0,1.0,26.0,801500.0,5674.0,75.0,True,610.0,910.0,390.0,83.9,1.0,16.0,6.0,06037480012,31500.0,353700.0,791100.0,96300.0,0.024647887323944,0.276760563380282,0.619014084507042,0.075352112676056,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480101,Los Angeles County,California,0.0,0.0,0.73,0.0,0.04,0.11,0.1,0.05,0.09,0.72,0.18,1,1.0,True,False,True,3731.0,0.34,0.14,False,0.0,0.0005,0.0001,0.0,1.0,28.0,797900.0,5913.0,78.0,True,620.0,1090.0,459.0,82.4,6.0,24.0,11.0,06037480101,15300.0,255600.0,776700.0,89100.0,0.013460015835313,0.22486144101346,0.683293745051465,0.078384798099762,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480102,Los Angeles County,California,0.02,0.01,0.57,0.0,0.03,0.15,0.21,0.05,0.09,0.71,0.18,1,1.0,True,False,True,4487.0,0.36,0.15,False,0.0,0.0005,0.0001,0.0,1.0,27.0,732000.0,5855.0,77.0,True,610.0,1050.0,450.0,84.4,7.0,25.0,12.0,06037480102,33300.0,295200.0,786600.0,109800.0,0.027185892725937,0.240999265246143,0.642174871418075,0.089639970609846,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480201,Los Angeles County,California,0.01,0.0,0.38,0.0,0.04,0.33,0.24,0.12,0.09,0.69,0.21,0,0.0,False,False,False,3787.0,0.12,0.03,False,0.0,0.0005,0.0001,0.0,1.0,20.0,845000.0,5025.0,67.0,True,620.0,900.0,440.0,87.7,5.0,14.0,2.0,06037480201,131400.0,521100.0,812700.0,51300.0,0.085781433607521,0.340188014101058,0.530552291421857,0.033490011750881,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480202,Los Angeles County,California,0.01,0.01,0.43,0.0,0.05,0.21,0.28,0.18,0.16,0.65,0.17,0,0.0,False,False,False,2553.0,0.17,0.06,False,0.0004,0.0005,0.0002,0.0,1.0,26.0,867900.0,3772.0,49.0,True,600.0,910.0,420.0,81.8,3.0,14.0,4.0,06037480202,468000.0,400500.0,563400.0,40500.0,0.308605341246291,0.264094955489614,0.371513353115727,0.026706231454006,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480302,Los Angeles County,California,0.0,0.02,0.42,0.0,0.04,0.15,0.35,0.15,0.07,0.76,0.16,1,1.0,True,False,True,4672.0,0.46,0.2,False,0.0,0.0005,0.0001,0.0,1.0,36.0,755400.0,6162.0,81.0,True,640.0,1019.0,440.0,84.4,0.0,31.0,10.0,06037480302,48600.0,243000.0,567900.0,189000.0,0.046193327630453,0.230966638152267,0.539777587681779,0.179640718562874,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480303,Los Angeles County,California,0.05,0.0,0.44,0.0,0.02,0.05,0.44,0.27,0.11,0.75,0.12,5,4.0,True,False,True,4103.0,0.66,0.31,True,0.0,0.0005,0.0001,0.0,1.0,52.0,561400.0,7065.0,89.0,True,660.0,1019.0,370.0,84.7,5.0,44.0,12.0,06037480303,2700.0,48600.0,314100.0,88200.0,0.005952380952381,0.107142857142857,0.692460317460317,0.194444444444444,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480304,Los Angeles County,California,0.01,0.01,0.54,0.0,0.03,0.08,0.34,0.22,0.06,0.78,0.14,1,1.0,True,False,True,4506.0,0.56,0.26,False,0.0,0.0005,0.0001,0.0,1.0,52.0,473000.0,7912.0,94.0,True,650.0,1200.0,490.0,82.7,3.0,38.0,20.0,06037480304,,4500.0,249300.0,182700.0,,0.010309278350515,0.571134020618557,0.418556701030928,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480400,Los Angeles County,California,0.03,0.0,0.48,0.0,0.05,0.14,0.28,0.11,0.1,0.68,0.2,0,0.0,False,False,False,5538.0,0.31,0.13,False,0.0,0.0005,0.0,0.0,1.0,32.0,811800.0,5610.0,74.0,True,620.0,940.0,430.0,82.5,2.0,23.0,10.0,06037480400,47700.0,441000.0,691200.0,102600.0,0.03719298245614,0.343859649122807,0.538947368421053,0.08,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480500,Los Angeles County,California,0.0,0.0,0.28,0.0,0.04,0.51,0.15,0.03,0.1,0.73,0.16,0,0.0,False,False,False,5108.0,0.12,0.03,False,0.0,0.0005,0.0001,0.0,1.0,22.0,1321100.0,4336.0,57.0,True,660.0,780.0,400.0,82.6,0.0,14.0,7.0,06037480500,387000.0,942300.0,678600.0,97200.0,0.183839247541684,0.447627191107311,0.322359982898675,0.04617357845233,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480600,Los Angeles County,California,0.06,0.0,0.21,0.0,0.05,0.47,0.19,0.05,0.14,0.73,0.11,0,0.0,False,False,False,8038.0,0.17,0.06,False,0.0,0.0005,0.0,0.0,1.0,28.0,931600.0,4172.0,55.0,True,680.0,710.0,340.0,84.1,5.0,17.0,9.0,06037480600,664200.0,853200.0,705600.0,99000.0,0.281679389312977,0.361832061068702,0.299236641221374,0.041984732824427,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480702,Los Angeles County,California,0.05,0.0,0.42,0.0,0.04,0.33,0.16,0.02,0.12,0.67,0.19,0,0.0,False,False,False,4284.0,0.07,0.01,False,0.0,0.0005,0.0001,0.0,0.0,18.0,1105900.0,3178.0,40.0,True,580.0,830.0,380.0,88.3,2.0,9.0,2.0,06037480702,661500.0,707400.0,398700.0,25200.0,0.304726368159204,0.325870646766169,0.183665008291874,0.011608623548922,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480703,Los Angeles County,California,0.03,0.0,0.35,0.0,0.04,0.38,0.2,0.03,0.15,0.72,0.12,0,0.0,False,False,False,3612.0,0.02,0.0,False,0.0,0.0005,0.0001,0.0,1.0,9.0,1015000.0,4509.0,60.0,True,660.0,750.0,350.0,83.5,7.0,9.0,3.0,06037480703,219600.0,408600.0,429300.0,36900.0,0.192429022082019,0.358044164037855,0.376182965299685,0.032334384858044,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480704,Los Angeles County,California,0.0,0.0,0.32,0.0,0.1,0.36,0.2,0.05,0.13,0.75,0.1,0,0.0,False,False,False,4619.0,0.25,0.1,False,0.0,0.0005,0.0001,0.0,1.0,25.0,897100.0,5642.0,75.0,True,650.0,760.0,340.0,83.9,3.0,18.0,12.0,06037480704,52200.0,345600.0,583200.0,81000.0,0.048780487804878,0.32296047098402,0.544995794785534,0.07569386038688,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480802,Los Angeles County,California,0.0,0.0,0.37,0.0,0.03,0.06,0.53,0.31,0.06,0.7,0.23,1,1.0,True,False,True,3162.0,0.58,0.27,False,0.0,0.0005,0.0001,0.0,1.0,24.0,588800.0,7803.0,94.0,True,640.0,1220.0,490.0,80.5,3.0,37.0,9.0,06037480802,27900.0,115200.0,789300.0,779400.0,0.01629006831319,0.067262217551235,0.460851287440883,0.455070940620074,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480803,Los Angeles County,California,0.01,0.01,0.23,0.0,0.06,0.11,0.6,0.32,0.09,0.75,0.14,0,0.0,False,False,False,3699.0,0.52,0.24,False,0.0,0.0005,0.0001,0.0,1.0,34.0,624400.0,6551.0,85.0,True,670.0,1190.0,480.0,80.3,4.0,33.0,15.0,06037480803,17100.0,219600.0,684000.0,171000.0,0.015663643858203,0.201154163231657,0.626545754328112,0.156636438582028,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480804,Los Angeles County,California,0.03,0.0,0.47,0.0,0.06,0.09,0.38,0.2,0.14,0.73,0.11,1,1.0,True,False,True,4892.0,0.4,0.17,False,0.0,0.0005,0.0001,0.0,1.0,41.0,580900.0,6349.0,83.0,True,620.0,960.0,350.0,85.2,3.0,32.0,13.0,06037480804,43200.0,104400.0,576900.0,109800.0,0.051446945337621,0.12433011789925,0.687031082529475,0.130760986066452,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480901,Los Angeles County,California,0.03,0.0,0.49,0.0,0.01,0.06,0.39,0.28,0.08,0.77,0.14,1,1.0,True,False,True,5407.0,0.57,0.26,False,0.0,0.0005,0.0001,0.0,1.0,34.0,545500.0,7973.0,94.0,True,640.0,1100.0,390.0,88.8,5.0,42.0,18.0,06037480901,4500.0,28800.0,451800.0,466200.0,0.00473036896878,0.030274361400189,0.474929044465468,0.490066225165563,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
06037480902,Los Angeles County,California,0.01,0.0,0.47,0.0,0.01,0.04,0.43,0.24,0.1,0.78,0.1,7,4.0,True,False,True,4109.0,0.82,0.44,True,0.0,0.0005,0.0001,0.0,1.0,54.0,553900.0,7792.0,93.0,True,670.0,1210.0,450.0,80.3,6.0,54.0,16.0,06037480902,,8100.0,311400.0,200700.0,,0.015570934256055,0.598615916955017,0.385813148788927,06037,10.5675001144409,21.595832824707,18.4050856601076,1.74073474977553,2014,65.12915418819368
